Student_ID,Age,Gender,Overall_Performance_Percentage,Homework_Completion,Family_Income,Distance_to_School_km,Health_Issues,Bullying_Experience,Teacher_Feedback,Fees_Status,Sibling_Count,Dropout_Status
S00320,12,Female,35,64,Medium,17.3,Yes,Yes,Good,Paid,1,Not Dropout
S00321,12,Female,42,80,Medium,18.7,Yes,No,Good,Unpaid,1,Not Dropout
S00322,12,Female,78,56,High,5.6,No,No,Poor,Paid,3,Not Dropout
S00323,14,Male,73,47,High,14.3,No,Yes,Poor,Paid,3,Not Dropout
S00324,15,Male,68,62,Medium,3.2,Yes,No,Average,Overdue (3+ Months),3,Not Dropout
S00325,15,Male,48,57,High,12.7,Yes,No,Good,Paid,2,Not Dropout
S00326,16,Male,39,94,High,1.1,Yes,Yes,Poor,Overdue (3+ Months),1,Dropout
S00327,11,Male,96,59,Medium,8.2,No,No,Average,Paid,5,Not Dropout
S00328,16,Male,83,45,Low,3.3,No,Yes,Poor,Paid,1,Dropout
S00329,18,Female,75,28,Low,6.8,No,No,Poor,Paid,4,Dropout
S00330,14,Male,72,84,High,10.2,Yes,Yes,Average,Paid,0,Not Dropout
S00331,17,Male,43,59,High,16.5,Yes,Yes,Average,Paid,0,Not Dropout
S00332,14,Female,43,56,High,20.0,Yes,No,Good,Paid,5,Not Dropout
S00333,16,Female,95,71,High,16.6,No,No,Poor,Unpaid,1,Not Dropout
S00334,17,Female,86,76,Low,17.1,No,No,Good,Unpaid,4,Not Dropout
S00335,13,Male,57,24,Low,11.7,No,No,Good,Paid,3,Not Dropout
S00336,13,Female,43,40,Medium,0.6,Yes,Yes,Average,Paid,2,Dropout
S00337,12,Female,51,56,High,2.1,No,No,Average,Paid,4,Not Dropout
S00338,18,Male,88,46,Medium,10.6,Yes,No,Average,Paid,1,Not Dropout
S00339,15,Male,69,79,Medium,13.6,No,Yes,Poor,Unpaid,4,Dropout
S00340,11,Male,96,44,High,3.7,No,No,Average,Paid,4,Not Dropout
S00341,18,Female,65,52,Medium,3.6,No,No,Good,Unpaid,2,Not Dropout
S00342,18,Male,54,50,High,19.8,No,No,Poor,Overdue (3+ Months),5,Not Dropout
S00343,11,Male,64,97,Low,1.5,Yes,Yes,Poor,Paid,5,Dropout
S00344,17,Female,30,62,High,0.6,No,No,Average,Paid,0,Not Dropout
S00345,14,Female,47,36,Medium,0.7,Yes,Yes,Good,Paid,4,Dropout
S00346,12,Female,59,93,Medium,12.8,Yes,Yes,Good,Paid,1,Not Dropout
S00347,18,Male,83,26,Medium,12.0,Yes,Yes,Good,Paid,5,Dropout
S00348,15,Male,97,50,Medium,13.0,No,No,Poor,Paid,0,Not Dropout
S00349,12,Female,36,89,Low,0.7,No,No,Average,Paid,4,Not Dropout
S00350,12,Female,47,59,High,18.6,Yes,No,Good,Paid,3,Not Dropout
S00351,16,Female,39,87,Medium,18.9,No,Yes,Average,Paid,5,Not Dropout
S00352,11,Female,74,100,Medium,8.5,Yes,Yes,Good,Paid,4,Not Dropout
S00353,17,Female,56,59,Medium,5.5,Yes,No,Good,Paid,4,Not Dropout
S00354,11,Male,40,68,Low,5.4,No,Yes,Good,Overdue (3+ Months),5,Dropout
S00355,17,Female,69,81,Medium,3.6,Yes,Yes,Average,Unpaid,3,Not Dropout
S00356,16,Female,95,33,Low,6.5,No,No,Average,Overdue (3+ Months),3,Not Dropout
S00357,14,Female,96,77,Low,14.6,Yes,No,Average,Paid,3,Not Dropout
S00358,17,Female,35,83,Low,7.5,Yes,No,Good,Paid,5,Dropout
S00359,16,Female,63,39,Medium,12.3,No,No,Good,Paid,2,Not Dropout
S00360,18,Male,72,41,High,1.3,No,No,Average,Unpaid,1,Not Dropout
S00361,11,Male,58,59,Medium,15.0,No,Yes,Poor,Paid,1,Not Dropout
S00362,12,Female,97,23,Medium,6.3,No,Yes,Good,Paid,4,Not Dropout
S00363,17,Female,94,99,Medium,2.1,Yes,No,Poor,Paid,3,Not Dropout
S00364,15,Female,61,90,Medium,14.7,Yes,No,Good,Paid,4,Not Dropout
S00365,17,Male,49,88,Medium,10.0,Yes,Yes,Average,Paid,5,Not Dropout
S00366,15,Male,33,48,Low,8.8,No,Yes,Average,Paid,1,Dropout
S00367,13,Female,58,43,High,8.9,No,No,Good,Unpaid,0,Not Dropout
S00368,17,Male,86,100,Low,7.4,Yes,No,Average,Paid,4,Not Dropout
S00369,16,Male,58,65,High,19.4,Yes,Yes,Good,Paid,3,Not Dropout
S00370,13,Female,96,41,High,1.5,No,Yes,Good,Paid,4,Not Dropout
S00371,12,Female,47,33,Low,3.7,Yes,Yes,Average,Unpaid,4,Dropout
S00372,16,Male,51,43,Medium,6.8,No,No,Good,Paid,5,Not Dropout
S00373,15,Male,40,54,Medium,10.6,No,Yes,Poor,Overdue (3+ Months),2,Dropout
S00374,16,Female,74,25,Medium,10.4,No,No,Average,Paid,0,Not Dropout
S00375,18,Female,90,92,High,4.1,Yes,Yes,Good,Paid,3,Not Dropout
S00376,13,Male,57,85,Medium,14.9,No,No,Average,Paid,4,Not Dropout
S00377,13,Female,90,22,High,19.8,No,Yes,Good,Paid,0,Not Dropout
S00378,12,Female,76,95,Medium,1.5,No,Yes,Poor,Unpaid,2,Not Dropout
S00379,15,Male,57,41,High,1.8,No,Yes,Good,Paid,5,Not Dropout
S00380,13,Male,80,97,High,11.3,Yes,Yes,Poor,Unpaid,0,Dropout
S00381,17,Male,48,97,Low,14.2,Yes,No,Good,Overdue (3+ Months),5,Dropout
S00382,14,Female,62,36,Medium,19.4,Yes,No,Good,Paid,0,Not Dropout
S00383,18,Male,43,60,Medium,19.8,Yes,Yes,Poor,Paid,3,Dropout
S00384,15,Female,52,80,High,11.3,No,Yes,Good,Paid,2,Not Dropout
S00385,17,Female,83,77,High,18.9,No,Yes,Average,Overdue (3+ Months),5,Not Dropout
S00386,14,Female,90,87,Medium,18.2,No,Yes,Good,Paid,1,Not Dropout
S00387,12,Female,53,79,Low,13.8,No,Yes,Good,Unpaid,5,Dropout
S00388,18,Female,64,75,Low,15.6,No,Yes,Average,Overdue (3+ Months),0,Not Dropout
S00389,17,Male,30,32,High,13.2,Yes,No,Average,Paid,5,Dropout
S00390,13,Female,90,25,Low,16.3,Yes,Yes,Good,Paid,4,Dropout
S00391,15,Male,93,55,Low,11.8,No,Yes,Average,Unpaid,3,Not Dropout
S00392,16,Male,30,56,Low,14.8,Yes,No,Average,Paid,5,Dropout
S00393,11,Female,42,80,Low,8.1,Yes,Yes,Average,Paid,3,Dropout
S00394,17,Female,36,82,Medium,13.1,Yes,Yes,Poor,Overdue (3+ Months),5,Dropout
S00395,16,Female,78,93,High,14.2,Yes,Yes,Good,Paid,0,Not Dropout
S00396,16,Female,34,52,High,2.6,No,No,Average,Unpaid,2,Not Dropout
S00397,18,Female,65,50,Low,10.6,No,No,Poor,Paid,3,Not Dropout
S00398,11,Female,93,67,Medium,9.0,Yes,No,Average,Paid,2,Not Dropout
S00399,18,Female,74,24,High,7.6,No,Yes,Good,Unpaid,1,Not Dropout
S00400,14,Male,78,92,Low,10.4,No,No,Good,Unpaid,5,Not Dropout
S00401,15,Male,53,73,Low,7.4,Yes,No,Good,Paid,1,Not Dropout
S00402,11,Male,81,94,Medium,17.1,Yes,Yes,Average,Paid,1,Not Dropout
S00403,15,Female,87,50,Low,6.9,Yes,Yes,Good,Paid,0,Not Dropout
S00404,16,Female,60,60,Medium,19.0,Yes,No,Poor,Unpaid,3,Not Dropout
S00405,11,Female,77,74,Low,6.2,No,No,Good,Paid,3,Not Dropout
S00406,15,Male,31,30,High,17.7,Yes,Yes,Average,Paid,0,Dropout
S00407,15,Female,32,60,Medium,4.9,Yes,No,Good,Overdue (3+ Months),4,Dropout
S00408,15,Male,33,35,Low,4.4,No,Yes,Average,Overdue (3+ Months),3,Dropout
S00409,11,Female,79,48,High,4.4,No,No,Average,Overdue (3+ Months),2,Not Dropout
S00410,13,Female,69,71,High,3.2,Yes,Yes,Good,Unpaid,3,Not Dropout
S00411,11,Male,66,58,Medium,3.5,No,No,Good,Paid,3,Not Dropout
S00412,16,Female,87,39,Low,14.0,Yes,No,Good,Unpaid,1,Dropout
S00413,14,Female,89,88,High,17.6,No,Yes,Good,Unpaid,2,Not Dropout
S00414,15,Female,45,62,Low,8.3,Yes,No,Good,Paid,2,Not Dropout
S00415,11,Female,97,37,High,14.9,No,Yes,Average,Unpaid,2,Not Dropout
S00416,17,Female,84,81,High,18.5,No,Yes,Poor,Paid,2,Not Dropout
S00417,15,Male,72,21,Low,19.6,Yes,No,Average,Unpaid,5,Dropout
S00418,15,Male,63,82,Low,9.6,No,Yes,Poor,Paid,2,Not Dropout
S00419,14,Male,72,43,Medium,2.2,Yes,No,Average,Overdue (3+ Months),1,Not Dropout
S00420,13,Female,70,56,Medium,0.8,Yes,No,Average,Paid,2,Not Dropout
S00421,12,Male,64,88,High,17.8,No,No,Poor,Overdue (3+ Months),1,Not Dropout
S00422,17,Female,68,87,Low,3.8,No,No,Average,Paid,3,Not Dropout
S00423,15,Male,52,52,High,3.6,Yes,No,Good,Paid,3,Not Dropout
S00424,17,Female,64,76,Medium,6.9,Yes,Yes,Average,Overdue (3+ Months),5,Dropout
S00425,11,Female,82,100,Medium,16.2,Yes,No,Good,Overdue (3+ Months),3,Not Dropout
S00426,17,Female,93,91,Low,17.8,No,Yes,Average,Paid,1,Not Dropout
S00427,15,Male,49,76,High,17.0,No,No,Average,Paid,4,Not Dropout
S00428,14,Male,71,64,Low,7.0,Yes,Yes,Average,Paid,4,Dropout
S00429,12,Female,84,52,Low,17.8,No,Yes,Good,Overdue (3+ Months),0,Not Dropout
S00430,17,Male,49,49,Medium,17.4,No,Yes,Good,Paid,5,Not Dropout
S00431,13,Male,31,47,Low,8.9,Yes,No,Average,Paid,0,Dropout
S00432,13,Male,46,72,High,12.4,Yes,No,Average,Overdue (3+ Months),3,Not Dropout
S00433,16,Male,85,68,Low,7.9,Yes,Yes,Average,Overdue (3+ Months),2,Dropout
S00434,17,Female,56,68,High,14.8,Yes,No,Good,Unpaid,1,Not Dropout
S00435,11,Female,74,74,Medium,12.2,No,No,Average,Paid,4,Not Dropout
S00436,17,Male,45,32,Medium,14.9,No,Yes,Poor,Paid,0,Not Dropout
S00437,12,Female,30,40,Medium,8.9,Yes,Yes,Good,Paid,1,Dropout
S00438,14,Male,35,32,Low,17.5,No,Yes,Average,Paid,0,Dropout
S00439,14,Male,56,34,Low,4.3,Yes,Yes,Good,Unpaid,4,Dropout
S00440,13,Male,38,40,Low,8.4,No,Yes,Good,Unpaid,4,Dropout
S00441,11,Female,78,95,Medium,1.8,Yes,Yes,Good,Paid,5,Not Dropout
S00442,12,Female,79,40,Low,17.5,Yes,Yes,Good,Paid,1,Dropout
S00443,18,Male,56,32,Medium,17.3,Yes,No,Average,Overdue (3+ Months),5,Dropout
S00444,17,Female,89,97,Low,12.9,No,No,Good,Paid,5,Not Dropout
S00445,16,Female,66,76,Medium,13.6,No,No,Poor,Paid,1,Not Dropout
S00446,16,Female,37,45,High,19.2,Yes,No,Poor,Overdue (3+ Months),5,Dropout
S00447,16,Female,48,30,Medium,1.4,No,No,Poor,Unpaid,4,Dropout
S00448,16,Female,67,27,High,18.0,No,No,Average,Paid,4,Not Dropout
S00449,12,Male,94,77,Medium,15.4,Yes,No,Poor,Unpaid,4,Dropout
S00450,13,Female,74,90,Low,5.0,No,No,Poor,Overdue (3+ Months),5,Dropout
S00451,13,Female,30,67,Low,15.1,No,No,Poor,Overdue (3+ Months),5,Dropout
S00452,15,Female,84,48,Low,18.5,No,No,Good,Paid,0,Not Dropout
S00453,17,Male,51,49,Low,15.3,Yes,No,Good,Paid,4,Dropout
S00454,16,Male,80,96,High,10.0,No,Yes,Average,Paid,3,Not Dropout
S00455,17,Male,49,75,High,13.0,No,No,Poor,Paid,0,Not Dropout
S00456,13,Female,50,61,Low,10.9,Yes,Yes,Good,Paid,4,Dropout
S00457,13,Male,53,81,High,9.4,Yes,No,Good,Unpaid,4,Not Dropout
S00458,15,Female,33,62,High,2.2,No,No,Average,Unpaid,4,Not Dropout
S00459,18,Female,66,74,Medium,9.0,No,No,Good,Overdue (3+ Months),1,Not Dropout
S00460,16,Male,40,26,Medium,17.8,No,No,Poor,Overdue (3+ Months),2,Dropout
S00461,16,Female,38,35,Low,6.8,No,Yes,Good,Unpaid,5,Dropout
S00462,18,Male,84,86,Low,2.7,Yes,No,Good,Paid,0,Not Dropout
S00463,14,Male,45,71,High,13.2,No,No,Good,Unpaid,4,Not Dropout
S00464,18,Female,67,66,High,1.3,Yes,Yes,Average,Paid,4,Not Dropout
S00465,18,Male,37,28,High,16.8,No,Yes,Average,Paid,3,Not Dropout
S00466,18,Female,41,68,Medium,2.8,Yes,No,Good,Paid,4,Not Dropout
S00467,16,Female,77,98,Low,7.7,Yes,No,Good,Unpaid,3,Not Dropout
S00468,17,Male,70,79,Low,10.2,No,No,Poor,Paid,0,Not Dropout
S00469,14,Female,73,37,Medium,16.0,Yes,No,Good,Unpaid,4,Dropout
S00470,15,Female,74,39,Low,5.4,Yes,Yes,Good,Unpaid,3,Dropout
S00471,15,Female,87,65,Medium,1.9,Yes,No,Poor,Overdue (3+ Months),2,Not Dropout
S00472,12,Male,85,56,Low,6.3,Yes,No,Average,Paid,2,Not Dropout
S00473,15,Male,50,92,Medium,10.0,Yes,Yes,Good,Paid,0,Not Dropout
S00474,17,Female,91,87,Medium,6.2,Yes,Yes,Average,Paid,0,Not Dropout
S00475,11,Female,98,63,High,6.8,No,Yes,Poor,Unpaid,2,Not Dropout
S00476,16,Female,96,26,Low,12.0,Yes,No,Good,Paid,2,Not Dropout
S00477,14,Male,92,48,Low,18.4,Yes,Yes,Good,Paid,5,Dropout
S00478,13,Male,47,48,High,13.6,No,No,Good,Unpaid,3,Not Dropout
S00479,14,Female,54,97,Medium,8.0,No,No,Average,Unpaid,1,Not Dropout
S00480,13,Female,50,71,Low,7.1,No,No,Good,Overdue (3+ Months),0,Not Dropout
S00481,15,Female,62,48,Low,15.8,No,No,Average,Unpaid,4,Dropout
S00482,14,Male,31,33,High,12.8,Yes,No,Good,Unpaid,3,Dropout
S00483,15,Female,81,90,Medium,4.3,Yes,No,Good,Overdue (3+ Months),1,Not Dropout
S00484,14,Female,85,41,Medium,7.1,No,Yes,Average,Paid,1,Not Dropout
S00485,18,Female,71,73,Medium,19.8,Yes,No,Poor,Paid,0,Not Dropout
S00486,13,Male,84,79,Medium,11.5,Yes,No,Good,Unpaid,5,Not Dropout
S00487,12,Female,40,87,Medium,6.9,Yes,Yes,Good,Paid,2,Not Dropout
S00488,11,Female,96,53,Low,6.4,Yes,No,Poor,Paid,1,Not Dropout
S00489,13,Male,46,81,Low,6.5,Yes,No,Good,Paid,4,Not Dropout
S00490,15,Female,90,55,High,6.1,Yes,No,Poor,Paid,4,Not Dropout
S00491,16,Male,72,48,Low,13.9,Yes,Yes,Good,Paid,5,Dropout
S00492,13,Male,32,61,High,1.9,Yes,No,Average,Paid,5,Not Dropout
S00493,18,Male,33,78,Low,6.6,No,No,Good,Paid,5,Not Dropout
S00494,13,Male,98,49,Low,17.5,No,No,Average,Paid,3,Not Dropout
S00495,14,Male,72,66,High,11.2,Yes,Yes,Average,Paid,1,Not Dropout
S00496,16,Male,85,69,Low,14.0,No,No,Good,Unpaid,0,Not Dropout
S00497,18,Female,50,32,Medium,16.9,No,No,Average,Paid,1,Not Dropout
S00498,16,Male,58,95,High,4.8,Yes,Yes,Poor,Paid,0,Not Dropout
S00499,13,Male,45,69,High,5.1,Yes,Yes,Average,Unpaid,0,Not Dropout
S00500,11,Male,75,37,Medium,16.8,No,Yes,Poor,Paid,4,Dropout
S00501,18,Female,71,24,Low,12.5,Yes,Yes,Poor,Paid,4,Dropout
S00502,17,Male,67,48,High,2.2,Yes,Yes,Good,Paid,2,Not Dropout
S00503,12,Male,68,28,Medium,5.9,No,No,Good,Paid,5,Not Dropout
S00504,14,Female,48,78,High,10.9,Yes,No,Average,Paid,2,Not Dropout
S00505,17,Female,71,96,Low,10.1,No,No,Poor,Paid,2,Not Dropout
S00506,12,Male,87,44,Medium,4.8,No,Yes,Good,Overdue (3+ Months),4,Dropout
S00507,13,Male,93,80,Medium,3.4,Yes,No,Poor,Unpaid,3,Not Dropout
S00508,14,Male,69,43,Low,17.1,No,No,Good,Paid,1,Not Dropout
S00509,16,Female,36,48,High,9.7,Yes,Yes,Good,Unpaid,1,Dropout
S00510,17,Female,62,64,Low,6.5,Yes,Yes,Good,Paid,4,Dropout
S00511,15,Female,86,43,High,16.9,No,Yes,Good,Overdue (3+ Months),4,Dropout
S00512,14,Female,56,58,Medium,4.1,Yes,No,Average,Paid,3,Not Dropout
S00513,13,Male,62,49,Medium,11.0,No,Yes,Poor,Paid,1,Not Dropout
S00514,16,Male,62,41,Low,18.1,Yes,Yes,Good,Paid,5,Dropout
S00515,11,Female,87,27,High,16.2,Yes,Yes,Average,Overdue (3+ Months),2,Dropout
S00516,13,Male,50,99,Low,1.1,No,Yes,Good,Paid,1,Not Dropout
S00517,15,Female,97,67,Low,10.3,No,Yes,Poor,Paid,1,Not Dropout
S00518,14,Female,35,29,Medium,13.7,No,No,Poor,Paid,5,Dropout
S00519,12,Female,46,21,Medium,3.2,No,Yes,Good,Unpaid,1,Not Dropout
S00520,12,Female,65,51,Medium,14.9,No,No,Good,Paid,1,Not Dropout
S00521,16,Female,93,35,Medium,3.8,No,No,Good,Unpaid,1,Not Dropout
S00522,16,Male,43,83,Medium,3.3,No,No,Poor,Paid,2,Not Dropout
S00523,18,Male,63,30,High,0.7,No,Yes,Average,Paid,5,Not Dropout
S00524,12,Male,98,55,Low,15.3,Yes,Yes,Good,Paid,1,Not Dropout
S00525,17,Male,97,74,Medium,16.0,No,No,Good,Paid,4,Not Dropout
S00526,12,Female,91,86,Low,1.5,Yes,Yes,Average,Paid,4,Dropout
S00527,17,Male,91,75,Low,11.9,No,Yes,Average,Unpaid,2,Not Dropout
S00528,11,Female,45,51,High,19.4,Yes,Yes,Good,Paid,0,Not Dropout
S00529,18,Male,79,86,Low,1.2,No,Yes,Average,Paid,4,Not Dropout
S00530,18,Female,56,45,High,8.9,No,Yes,Poor,Paid,4,Dropout
S00531,18,Female,60,67,Low,6.1,Yes,No,Average,Paid,3,Not Dropout
S00532,15,Female,71,45,High,6.6,No,No,Good,Paid,4,Not Dropout
S00533,11,Female,67,91,Low,9.5,No,Yes,Good,Paid,2,Not Dropout
S00534,13,Female,85,87,Medium,4.1,No,Yes,Good,Unpaid,2,Not Dropout
S00535,13,Male,57,54,High,12.7,Yes,No,Average,Paid,1,Not Dropout
S00536,11,Male,71,44,Medium,12.5,No,Yes,Good,Unpaid,0,Not Dropout
S00537,18,Male,65,58,High,12.4,Yes,Yes,Average,Paid,2,Not Dropout
S00538,15,Female,68,35,High,11.9,Yes,Yes,Good,Paid,2,Not Dropout
S00539,18,Female,35,22,High,2.8,Yes,No,Average,Paid,4,Dropout
S00540,18,Male,88,51,Medium,11.3,No,Yes,Average,Paid,2,Not Dropout
S00541,14,Male,84,68,Low,15.5,Yes,No,Poor,Paid,0,Not Dropout
S00542,17,Male,33,60,Low,12.2,Yes,Yes,Good,Unpaid,2,Dropout
S00543,13,Female,63,68,High,13.9,No,No,Poor,Paid,2,Not Dropout
S00544,15,Female,35,58,Medium,13.3,Yes,Yes,Average,Overdue (3+ Months),2,Dropout
S00545,12,Female,45,33,Low,15.2,No,No,Good,Overdue (3+ Months),0,Not Dropout
S00546,17,Male,74,51,Medium,12.9,Yes,No,Average,Paid,1,Not Dropout
S00547,15,Female,70,74,Medium,11.6,No,Yes,Poor,Paid,0,Not Dropout
S00548,18,Female,36,80,Medium,5.2,No,Yes,Average,Paid,1,Not Dropout
S00549,12,Male,39,66,Low,0.7,Yes,Yes,Average,Paid,3,Dropout
S00550,16,Male,59,34,Medium,5.1,No,No,Good,Paid,4,Not Dropout
S00551,15,Male,84,76,Low,18.8,Yes,No,Good,Paid,2,Not Dropout
S00552,13,Male,56,100,Low,6.5,Yes,Yes,Poor,Paid,0,Dropout
S00553,15,Male,84,68,Low,3.5,Yes,No,Poor,Paid,3,Not Dropout
S00554,18,Male,71,68,Medium,18.0,No,Yes,Good,Unpaid,1,Not Dropout
S00555,15,Female,93,98,Low,9.8,Yes,Yes,Poor,Paid,0,Dropout
S00556,16,Male,38,89,High,11.1,No,No,Average,Paid,0,Not Dropout
S00557,13,Male,77,23,Low,11.8,No,Yes,Good,Paid,3,Not Dropout
S00558,13,Male,74,54,Medium,6.1,Yes,Yes,Average,Paid,5,Not Dropout
S00559,15,Male,76,91,High,19.3,Yes,Yes,Poor,Overdue (3+ Months),2,Dropout
S00560,18,Male,80,42,Medium,11.2,Yes,Yes,Poor,Paid,5,Dropout
S00561,11,Female,61,73,Medium,19.7,Yes,Yes,Poor,Paid,4,Dropout
S00562,17,Male,94,74,Medium,16.6,Yes,Yes,Good,Paid,0,Not Dropout
S00563,11,Male,88,81,Medium,1.5,No,No,Poor,Paid,5,Not Dropout
S00564,17,Male,49,45,High,10.7,Yes,No,Good,Unpaid,4,Dropout
S00565,12,Male,95,85,High,1.1,Yes,Yes,Good,Unpaid,4,Dropout
S00566,12,Female,79,98,Low,11.2,No,Yes,Good,Paid,3,Not Dropout
S00567,16,Female,56,48,Low,12.8,No,Yes,Poor,Overdue (3+ Months),2,Dropout
S00568,15,Female,53,62,High,11.1,No,Yes,Average,Paid,2,Not Dropout
S00569,17,Male,85,83,High,18.9,No,Yes,Good,Unpaid,4,Not Dropout
S00570,12,Male,82,41,High,1.2,Yes,No,Good,Paid,1,Not Dropout
S00571,14,Female,71,85,Medium,13.3,Yes,Yes,Average,Paid,2,Not Dropout
S00572,14,Female,45,34,High,12.5,Yes,No,Average,Paid,3,Not Dropout
S00573,14,Male,34,33,Medium,18.7,Yes,Yes,Good,Paid,3,Dropout
S00574,16,Female,69,65,High,3.2,No,Yes,Good,Unpaid,3,Not Dropout
S00575,17,Female,47,51,Medium,1.9,Yes,No,Average,Paid,1,Not Dropout
S00576,14,Male,94,46,Medium,14.9,Yes,Yes,Average,Paid,4,Dropout
S00577,12,Female,41,29,Low,9.3,No,Yes,Good,Unpaid,2,Dropout
S00578,16,Female,68,26,Medium,4.2,No,No,Average,Overdue (3+ Months),3,Not Dropout
S00579,12,Female,86,52,Medium,19.3,Yes,No,Good,Unpaid,1,Not Dropout
S00580,14,Male,76,90,Low,12.3,Yes,Yes,Poor,Paid,2,Dropout
S00581,18,Male,37,54,Low,0.6,No,Yes,Good,Paid,1,Not Dropout
S00582,18,Female,46,20,Low,3.9,No,No,Good,Paid,0,Not Dropout
S00583,17,Male,83,63,Low,10.6,Yes,Yes,Average,Unpaid,5,Dropout
S00584,18,Female,91,45,Low,12.0,No,Yes,Average,Overdue (3+ Months),2,Dropout
S00585,17,Male,56,79,High,9.7,No,No,Average,Overdue (3+ Months),1,Not Dropout
S00586,18,Male,76,97,Low,5.7,Yes,Yes,Average,Unpaid,4,Dropout
S00587,11,Female,41,33,Low,10.9,No,Yes,Good,Overdue (3+ Months),5,Dropout
S00588,14,Female,71,40,High,16.4,Yes,Yes,Poor,Paid,0,Dropout
S00589,13,Female,94,71,High,19.5,No,No,Average,Paid,2,Not Dropout
S00590,18,Female,54,69,Low,9.6,Yes,No,Average,Paid,1,Not Dropout
S00591,13,Female,75,80,Low,19.4,Yes,No,Good,Paid,5,Not Dropout
S00592,13,Female,45,54,Medium,1.4,No,No,Good,Overdue (3+ Months),5,Not Dropout
S00593,18,Male,88,37,Medium,6.3,No,No,Average,Paid,3,Not Dropout
S00594,16,Female,85,66,Medium,9.1,Yes,Yes,Poor,Paid,0,Not Dropout
S00595,15,Female,36,64,Medium,17.1,Yes,No,Average,Paid,2,Not Dropout
S00596,15,Female,51,38,Low,18.9,No,No,Good,Paid,5,Not Dropout
S00597,11,Female,74,54,Medium,5.4,No,Yes,Good,Unpaid,2,Not Dropout
S00598,11,Female,41,22,Low,8.5,No,Yes,Good,Paid,5,Dropout
S00599,11,Male,95,47,Low,16.3,Yes,No,Average,Overdue (3+ Months),1,Dropout
S00600,15,Male,63,31,High,14.0,No,Yes,Good,Paid,4,Not Dropout
S00601,11,Male,95,35,Medium,6.0,No,No,Good,Unpaid,4,Not Dropout
S00602,17,Female,91,45,High,17.1,No,Yes,Good,Unpaid,5,Dropout
S00603,14,Male,69,30,Low,13.3,Yes,No,Poor,Unpaid,1,Dropout
S00604,11,Female,64,49,High,16.2,Yes,Yes,Poor,Unpaid,0,Dropout
S00605,12,Male,75,91,High,5.3,No,No,Good,Paid,5,Not Dropout
S00606,15,Female,57,98,Medium,2.2,No,No,Good,Overdue (3+ Months),1,Not Dropout
S00607,16,Male,39,88,Medium,8.8,No,No,Good,Paid,0,Not Dropout
S00608,13,Female,30,33,High,6.7,Yes,Yes,Average,Paid,5,Dropout
S00609,14,Male,76,44,Low,19.4,Yes,No,Average,Paid,5,Dropout
S00610,18,Male,58,74,Medium,10.1,Yes,No,Average,Paid,0,Not Dropout
S00611,13,Male,64,22,High,19.3,No,Yes,Poor,Overdue (3+ Months),5,Dropout
S00612,17,Female,80,98,Medium,1.2,No,Yes,Average,Paid,0,Not Dropout
S00613,18,Female,41,32,Low,19.9,Yes,No,Good,Unpaid,1,Dropout
S00614,16,Male,79,56,Medium,12.7,No,Yes,Average,Unpaid,3,Not Dropout
S00615,13,Male,44,24,Medium,18.7,Yes,Yes,Good,Unpaid,1,Dropout
S00616,11,Male,52,83,Medium,18.6,Yes,No,Poor,Paid,2,Not Dropout
S00617,17,Male,60,45,Low,19.2,No,No,Good,Paid,0,Not Dropout
S00618,14,Male,63,59,Low,18.3,No,Yes,Poor,Paid,4,Dropout
S00619,13,Female,34,99,Medium,7.1,Yes,No,Good,Unpaid,1,Not Dropout
S00620,16,Male,67,23,Low,2.9,No,No,Good,Paid,1,Not Dropout
S00621,11,Male,76,90,Low,17.9,No,No,Average,Paid,1,Not Dropout
S00622,13,Male,30,98,Low,16.0,No,No,Good,Paid,5,Not Dropout
S00623,15,Male,38,67,High,19.0,No,No,Poor,Unpaid,4,Dropout
S00624,18,Female,63,47,Medium,8.9,Yes,No,Average,Paid,1,Not Dropout
S00625,12,Female,32,95,Medium,4.3,No,No,Good,Paid,4,Not Dropout
S00626,15,Male,75,90,Medium,13.5,No,No,Average,Paid,4,Not Dropout
S00627,11,Male,59,87,Medium,14.5,Yes,Yes,Good,Paid,5,Not Dropout
S00628,18,Female,67,63,High,18.3,Yes,No,Good,Overdue (3+ Months),2,Not Dropout
S00629,13,Female,68,76,Low,3.5,Yes,Yes,Poor,Paid,1,Dropout
S00630,12,Female,50,99,Medium,14.0,Yes,No,Average,Paid,3,Not Dropout
S00631,16,Female,74,64,High,14.3,No,No,Good,Paid,4,Not Dropout
S00632,14,Female,72,47,Low,17.9,Yes,No,Average,Paid,1,Not Dropout
S00633,16,Male,32,36,Low,8.5,Yes,Yes,Poor,Overdue (3+ Months),3,Dropout
S00634,15,Female,43,94,Medium,2.1,No,No,Average,Paid,5,Not Dropout
S00635,14,Male,68,84,Low,6.6,No,No,Poor,Paid,0,Not Dropout
S00636,15,Female,37,84,High,5.6,No,Yes,Average,Overdue (3+ Months),1,Not Dropout
S00637,14,Male,39,20,Medium,17.2,Yes,Yes,Average,Paid,4,Dropout
S00638,13,Female,65,27,Medium,18.8,Yes,No,Good,Unpaid,4,Dropout
S00639,13,Female,71,56,Low,18.9,No,No,Average,Unpaid,4,Not Dropout
S00640,14,Female,52,32,High,5.5,Yes,Yes,Good,Unpaid,5,Dropout
S00641,11,Male,58,93,Low,7.7,No,Yes,Average,Paid,1,Not Dropout
