gender,age,attendance_pct,marks,homework_completion,distance_to_school,fee_status,dropout_label
male,16,58.29594315587899,62.0,41.0,18.1,no,1
female,11,75.00346427774585,87.0,27.0,16.2,yes,1
male,13,59.6565135853403,50.0,99.0,1.1,no,0
female,15,86.94008958770655,97.0,67.0,10.3,no,0
female,14,43.87209103657703,35.0,29.0,,no,1
female,12,63.75477606078979,46.0,21.0,3.2,yes,0
female,12,83.49000369507358,65.0,51.0,14.9,no,0
female,16,86.25897434056739,,35.0,3.8,yes,0
male,16,78.80155147396673,43.0,83.0,3.3,no,0
male,18,78.6343759808966,63.0,30.0,0.7,no,0
male,12,80.08209849716135,,55.0,15.3,no,0
male,17,89.38717164372794,97.0,74.0,16.0,no,0
female,12,63.25337502513207,91.0,86.0,1.5,no,1
male,17,81.24997140891186,91.0,75.0,11.9,yes,0
female,11,61.81481411694778,45.0,51.0,,no,0
male,18,81.73186520513161,79.0,86.0,1.2,no,0
female,18,73.82953922753399,56.0,45.0,8.9,no,1
female,18,82.46159227728513,60.0,67.0,,no,0
female,15,76.13478691331247,71.0,45.0,6.6,no,0
female,11,88.36498697090778,67.0,91.0,9.5,no,0
female,13,69.51780039463134,85.0,87.0,4.1,yes,0
male,13,75.34921230611442,57.0,54.0,12.7,no,0
male,11,87.7051736326383,71.0,44.0,12.5,yes,0
male,18,71.29108280991002,,58.0,12.4,no,0
female,15,76.79703410554967,68.0,35.0,,no,0
female,18,25.96026679854505,35.0,22.0,2.8,no,1
male,18,79.49226385444061,88.0,51.0,11.3,no,0
male,14,,84.0,68.0,15.5,no,0
male,17,41.8245906031785,33.0,60.0,12.2,yes,1
female,13,75.60089667761957,63.0,68.0,13.9,no,0
female,15,49.218120432777575,35.0,58.0,13.3,yes,1
female,12,69.54490961826414,,33.0,,yes,0
male,17,73.29871354008961,74.0,51.0,12.9,no,0
female,15,84.89016801118946,70.0,,11.6,no,0
female,18,72.80061885818616,,80.0,5.2,no,0
male,12,59.72192122944003,39.0,66.0,0.7,no,1
male,16,66.94712234035799,59.0,34.0,5.1,no,0
male,15,76.6028761792389,,76.0,18.8,no,0
male,13,63.24360114888826,56.0,100.0,6.5,no,1
male,15,84.33610926346404,84.0,68.0,3.5,no,0
male,18,83.677521088408,71.0,,18.0,yes,0
female,15,67.58551120394864,,98.0,9.8,no,1
male,16,62.97417430374932,38.0,89.0,11.1,no,0
male,13,86.28873287701134,77.0,23.0,11.8,no,0
male,13,76.11327436525767,74.0,54.0,6.1,no,0
male,15,50.33304623018872,,91.0,19.3,yes,1
male,18,55.26762821107536,80.0,42.0,11.2,no,1
female,11,58.15785599265325,61.0,73.0,19.7,no,1
male,17,91.95919682193151,94.0,74.0,16.6,no,0
male,11,,88.0,81.0,1.5,no,0
male,17,47.261879586988016,49.0,45.0,10.7,yes,1
male,12,78.55193792220962,95.0,85.0,,yes,1
female,12,77.57583254424793,79.0,,11.2,no,0
female,16,55.723692772068816,56.0,48.0,12.8,yes,1
female,15,84.27800391105714,53.0,62.0,11.1,no,0
male,17,75.53490385590896,85.0,83.0,18.9,yes,0
male,12,86.22725776131666,82.0,41.0,1.2,no,0
female,14,85.3586702218674,71.0,85.0,,no,0
female,14,66.35461522236108,,34.0,12.5,no,0
male,14,53.551376026781,34.0,33.0,18.7,no,1
female,16,78.992261275015,69.0,65.0,3.2,yes,0
female,17,,47.0,,1.9,no,0
male,14,53.524363904793205,94.0,,14.9,no,1
female,12,66.92995405012779,41.0,29.0,9.3,yes,1
female,16,81.09272530844584,68.0,26.0,4.2,yes,0
female,12,82.21246687625558,86.0,52.0,19.3,yes,0
male,14,,76.0,90.0,,no,1
male,18,72.15970380283756,,54.0,0.6,no,0
female,18,76.06618393183372,46.0,20.0,3.9,no,0
male,17,,83.0,63.0,10.6,yes,1
female,18,56.642603275017976,91.0,45.0,12.0,yes,1
male,17,82.49299366758936,56.0,79.0,9.7,yes,0
male,18,84.37161357285393,76.0,97.0,5.7,yes,1
female,11,40.545545445992325,41.0,33.0,10.9,yes,1
female,14,53.10663425710548,71.0,40.0,16.4,no,1
female,13,83.54239608144147,94.0,71.0,19.5,no,0
female,18,73.98282011515978,54.0,69.0,9.6,no,0
female,13,68.75850124697797,75.0,,,no,0
female,13,74.01656674133511,45.0,54.0,,yes,0
male,18,91.91101226224536,88.0,37.0,6.3,no,0
female,16,86.53178708093452,85.0,66.0,9.1,no,0
female,15,63.940867342333306,36.0,,,no,0
female,15,67.69525859637692,51.0,38.0,18.9,no,0
female,11,81.48906976829669,74.0,54.0,5.4,yes,0
female,11,61.43231352141326,41.0,22.0,8.5,no,1
male,11,71.63742705811879,95.0,47.0,16.3,yes,1
male,15,80.0908446474155,63.0,31.0,14.0,no,0
male,11,92.77891033203636,95.0,35.0,6.0,yes,0
female,17,61.83584168276568,91.0,45.0,17.1,yes,1
male,14,74.68169577788301,69.0,30.0,13.3,yes,1
female,11,53.21033086741234,64.0,49.0,16.2,yes,1
male,12,79.27859922320721,75.0,91.0,5.3,no,0
female,15,79.94577577181308,57.0,98.0,2.2,yes,0
male,16,75.23069300022283,39.0,,8.8,no,0
female,13,54.30504332133013,30.0,33.0,6.7,no,1
male,14,45.70122816745952,76.0,,19.4,no,1
male,18,74.1068942182385,58.0,74.0,10.1,no,0
male,13,48.93976545741881,64.0,22.0,,yes,1
female,17,70.4710434849136,80.0,98.0,1.2,no,0
female,18,37.95078842830986,41.0,32.0,19.9,yes,1
male,16,,79.0,56.0,12.7,yes,0
male,13,45.33071150477258,44.0,24.0,18.7,yes,1
male,11,77.27767811217731,,83.0,18.6,no,0
male,17,67.55451229298413,60.0,45.0,19.2,no,0
male,14,62.03726747760589,,59.0,18.3,no,1
female,13,77.3462254144496,34.0,99.0,7.1,yes,0
male,16,79.32974374880632,67.0,23.0,2.9,no,0
male,11,76.54231031491935,76.0,90.0,17.9,no,0
male,13,65.60401382989647,30.0,98.0,16.0,no,0
male,15,54.82359120062531,38.0,67.0,19.0,yes,1
female,18,82.1861812223261,63.0,47.0,8.9,no,0
female,12,57.76368489789025,32.0,95.0,4.3,no,0
male,15,90.19598821513291,,90.0,13.5,no,0
male,11,81.18673259529167,59.0,87.0,14.5,no,0
female,18,76.539405929148,67.0,63.0,18.3,yes,0
female,13,,68.0,76.0,3.5,no,1
female,12,79.04025443238382,50.0,99.0,14.0,no,0
female,16,82.6014932518561,,64.0,14.3,no,0
female,14,69.81587021811008,72.0,47.0,17.9,no,0
male,16,45.944672712782015,32.0,36.0,8.5,yes,1
female,15,89.99488953959268,43.0,94.0,2.1,no,0
male,14,77.90396107171085,68.0,84.0,6.6,no,0
female,15,63.82558525568536,37.0,84.0,5.6,yes,0
male,14,50.30579966926629,39.0,20.0,17.2,no,1
female,13,,65.0,27.0,18.8,yes,1
female,13,84.04088478433943,71.0,56.0,18.9,yes,0
female,14,61.7073274405039,,32.0,5.5,yes,1
male,11,76.36356728978058,58.0,93.0,7.7,no,0
male,12,84.20032118259655,63.0,49.0,12.1,no,0
male,15,74.55558154584816,75.0,54.0,5.3,no,0
female,13,80.32432317976486,73.0,75.0,17.1,no,0
female,16,64.95808579828068,,,11.5,yes,1
male,18,91.60941567081387,85.0,67.0,6.4,no,0
female,13,78.00871115288486,62.0,40.0,7.3,no,0
female,13,81.35927602706184,93.0,99.0,2.2,no,0
male,17,76.70366518519836,,43.0,1.1,no,0
female,16,71.13859682450048,81.0,30.0,8.0,no,0
male,12,62.87789698039731,67.0,40.0,5.6,no,0
male,16,72.23745063168221,32.0,53.0,11.2,yes,0
male,18,82.71281991675495,82.0,,7.0,yes,1
male,16,71.65307101642432,53.0,82.0,4.4,yes,0
female,12,82.73496408000966,67.0,90.0,10.4,no,0
female,11,55.353702769807896,38.0,50.0,8.9,no,1
female,17,81.46727411541377,69.0,91.0,2.3,yes,0
female,14,,67.0,69.0,15.3,yes,0
male,16,80.96694154456084,68.0,30.0,8.4,no,0
female,14,86.30394482055397,90.0,39.0,12.6,no,0
female,14,69.11444958177897,,,12.3,no,0
female,17,74.8013779585582,,84.0,10.5,no,0
female,17,48.52455750467861,58.0,64.0,0.7,yes,1
female,15,62.6935640739037,,48.0,9.3,no,0
male,17,51.44332841830622,39.0,31.0,5.3,no,1
male,12,34.09065173183707,38.0,71.0,0.7,no,1
female,14,46.43558743713288,76.0,38.0,,no,1
female,16,68.35393768464122,46.0,,18.6,no,0
female,15,93.58806606723154,82.0,,3.6,no,0
male,12,39.17018441088404,85.0,62.0,3.6,no,1
male,18,61.74086238438541,43.0,52.0,5.5,yes,1
male,16,72.74173098087402,,74.0,17.0,no,0
male,15,45.70431434761692,,81.0,3.4,yes,1
female,12,88.84146085183866,90.0,36.0,8.9,no,0
female,16,65.72662256241401,33.0,51.0,14.9,yes,0
male,14,72.01126123336434,90.0,49.0,4.1,yes,0
female,11,68.53493662840336,35.0,59.0,9.3,yes,0
male,15,88.3655669666915,94.0,55.0,7.0,yes,0
male,13,68.37088298325115,79.0,72.0,0.8,yes,1
female,12,77.33786479416631,,77.0,7.0,no,0
male,15,69.1521716744458,47.0,65.0,7.7,no,0
male,16,56.16339461310561,30.0,64.0,,no,1
female,12,,70.0,59.0,12.8,no,0
male,17,73.93323953906699,40.0,92.0,2.1,no,0
male,14,60.0282215340884,80.0,46.0,15.0,yes,1
female,17,48.769416705424206,44.0,33.0,12.5,yes,1
female,17,,54.0,59.0,15.1,no,0
male,11,75.1889744619726,69.0,78.0,4.2,no,0
male,17,75.58787229161585,86.0,,8.2,no,0
male,18,,57.0,,8.2,no,0
male,12,91.37796125345574,87.0,96.0,5.4,no,0
female,11,72.1423468973867,62.0,70.0,12.2,no,0
male,18,89.22501359048672,91.0,45.0,13.8,yes,0
female,13,96.05877064695936,97.0,51.0,18.3,yes,0
male,13,83.02626292429909,,22.0,16.2,no,0
male,14,57.28462849340482,83.0,35.0,16.2,no,1
female,11,30.336261869945474,47.0,56.0,7.6,yes,1
male,16,73.13355266267625,50.0,20.0,10.8,no,0
female,11,54.99086078361778,80.0,,,yes,1
female,17,65.18840112755228,89.0,64.0,8.8,yes,1
female,13,72.38614186243277,67.0,46.0,2.7,yes,1
female,13,80.75703432889073,98.0,,17.8,no,0
male,16,68.68713836237133,59.0,28.0,15.2,yes,0
male,17,81.6648962093403,60.0,100.0,6.9,no,0
female,11,91.21501602570862,89.0,61.0,,no,0
male,11,82.2166673199962,94.0,56.0,7.6,no,0
male,13,68.84311463853211,83.0,66.0,14.1,no,0
female,16,68.14903253848456,50.0,86.0,12.7,yes,0
male,15,83.05148132018408,74.0,69.0,14.3,no,0
male,17,,47.0,45.0,6.7,no,1
female,18,72.63619080455881,47.0,27.0,10.4,no,0
male,11,69.56746830494045,72.0,29.0,19.9,no,1
male,15,79.6887614856715,53.0,53.0,1.6,no,0
male,16,78.7621083510542,,,12.7,yes,0
male,12,89.89471987589195,96.0,56.0,4.3,no,0
female,12,81.20211380306809,76.0,71.0,4.6,no,0
female,18,76.9035194307483,54.0,,16.9,yes,0
male,15,,93.0,94.0,8.1,no,0
male,13,64.15312984274458,42.0,80.0,12.4,yes,0
female,16,48.46605704270304,62.0,56.0,12.2,no,1
female,14,72.28650148326307,33.0,51.0,4.4,yes,0
female,17,,36.0,,3.9,yes,0
male,14,87.92147503418738,93.0,58.0,0.6,no,0
male,11,73.51892173199133,74.0,51.0,16.1,yes,0
female,17,64.28870082368377,40.0,50.0,10.5,no,0
male,11,78.44237810056346,75.0,97.0,16.7,yes,1
female,11,69.9936226212601,38.0,28.0,1.0,no,0
male,16,67.12991256176215,35.0,54.0,8.4,no,0
male,17,,78.0,80.0,,no,0
male,11,61.68276378381517,38.0,83.0,13.2,no,0
male,17,72.6793128180879,95.0,66.0,8.4,yes,0
male,12,48.54730797963153,36.0,91.0,1.8,yes,0
female,14,57.76175759807332,38.0,,14.5,yes,1
female,11,,30.0,81.0,4.3,yes,1
female,18,85.21971099988598,55.0,98.0,5.3,no,0
male,11,68.06025039150364,,21.0,2.4,yes,1
male,11,,81.0,65.0,,no,0
female,14,62.57314908668396,48.0,69.0,9.6,yes,0
female,16,67.13370995559383,60.0,55.0,2.1,yes,0
male,16,66.9559226349286,57.0,49.0,0.8,no,0
male,16,75.47935828801644,65.0,23.0,10.9,no,0
female,17,65.67111347925032,42.0,71.0,9.4,no,1
male,14,83.2920224160832,81.0,97.0,7.7,no,0
male,11,87.97826325513697,88.0,59.0,2.7,yes,0
male,18,65.4776501826105,34.0,,3.5,no,0
male,12,86.12807241517456,95.0,78.0,18.1,yes,0
female,11,72.10898120785167,72.0,21.0,8.4,no,0
female,16,65.72966874717976,56.0,68.0,10.4,no,0
male,14,,68.0,29.0,7.0,no,0
female,18,78.89026114710782,58.0,34.0,4.4,no,0
female,11,82.27118055704406,,79.0,1.6,yes,0
female,14,74.71194234420626,97.0,72.0,15.7,no,0
female,15,76.20253959809325,64.0,,,no,0
female,15,66.63242560974767,57.0,55.0,1.1,yes,0
female,14,79.26038655952972,38.0,87.0,5.7,no,0
male,11,80.75342315400299,90.0,50.0,4.1,yes,0
female,13,80.59348771066045,63.0,92.0,15.7,no,0
male,14,81.66046707252542,58.0,89.0,19.2,no,0
female,12,58.41607729972797,37.0,45.0,13.0,no,1
female,18,67.77909684059466,33.0,63.0,10.6,no,0
male,18,66.62148530395966,43.0,40.0,16.9,no,1
female,17,59.27139700004341,40.0,,,yes,1
female,12,78.27493478365184,62.0,25.0,12.3,no,0
female,12,61.32333482057732,41.0,89.0,9.5,no,0
male,15,,45.0,95.0,8.7,no,0
female,11,75.63716557671192,71.0,62.0,10.1,no,0
male,17,77.00154270669009,58.0,73.0,19.8,no,0
female,14,49.15998443208418,48.0,35.0,6.7,yes,1
male,13,88.01349359736511,88.0,42.0,12.3,no,0
female,14,78.19693427058368,62.0,94.0,11.2,no,0
male,11,75.24540826596245,46.0,60.0,13.1,no,0
male,17,85.73698963949934,80.0,,14.1,no,0
female,14,82.72165731671873,53.0,29.0,5.0,no,0
female,17,77.58548059338455,68.0,31.0,16.3,no,0
male,15,76.73292905868703,61.0,91.0,2.0,no,0
female,15,70.02937140742668,91.0,26.0,8.7,no,1
male,16,50.11855061014918,70.0,46.0,12.8,yes,1
female,11,66.98781492212869,60.0,53.0,12.1,no,0
male,15,71.00735009987145,35.0,39.0,3.9,no,0
male,12,84.60205078691955,95.0,29.0,12.0,no,0
female,18,66.89257730607348,57.0,86.0,19.3,no,0
male,16,74.65341415509296,47.0,91.0,15.4,yes,0
female,17,84.37439224976872,83.0,65.0,14.5,no,1
male,17,65.13262195837876,60.0,35.0,9.3,no,0
male,16,62.92017711046039,74.0,40.0,17.4,yes,1
male,15,59.11226675291137,53.0,24.0,14.6,no,1
male,11,66.57819422985646,39.0,76.0,10.4,no,0
male,15,84.89525024712825,,,13.7,no,0
male,13,68.53155849436894,44.0,64.0,4.1,no,0
female,13,86.76661189367223,96.0,66.0,7.8,yes,0
female,12,71.50605706487339,31.0,88.0,16.0,yes,0
female,13,75.68621686141789,97.0,59.0,16.1,yes,0
female,12,81.85419724529045,80.0,91.0,7.5,no,0
female,18,66.00827892929897,71.0,,5.6,no,1
female,11,81.73262213146705,42.0,88.0,14.0,no,0
female,14,76.0148327647137,88.0,87.0,,no,0
female,17,78.65486455194919,92.0,58.0,11.0,yes,1
female,11,79.62184925841137,93.0,,17.2,yes,1
male,16,61.08320563674431,34.0,57.0,4.6,yes,0
male,17,59.60858867246532,62.0,62.0,19.8,no,1
female,16,,33.0,,4.4,no,0
female,18,,34.0,21.0,1.2,no,1
female,18,71.53757082280202,58.0,96.0,13.5,no,0
female,17,66.75166941524401,,,13.8,yes,0
male,11,71.51697667185317,58.0,42.0,10.9,yes,1
female,11,75.83399433097762,88.0,69.0,1.2,no,0
male,17,68.97000388183923,44.0,39.0,17.1,no,0
male,16,84.53699784259149,98.0,21.0,10.3,no,0
female,11,,83.0,,16.3,no,1
male,17,71.27679141472134,43.0,50.0,10.6,no,0
female,14,78.7113037247444,66.0,53.0,2.8,yes,0
male,17,65.29312254996225,38.0,77.0,6.3,yes,0
female,17,80.49195485017259,80.0,89.0,6.1,yes,0
female,14,94.3993294794754,78.0,63.0,9.5,yes,0
female,16,91.15872952919348,68.0,92.0,3.0,yes,0
male,17,61.25923180218266,35.0,,1.9,yes,0
female,17,62.13898033049208,35.0,76.0,19.3,no,0
female,17,80.12575935495042,98.0,61.0,14.6,yes,0
male,15,73.3594398218251,31.0,74.0,3.8,no,0
female,17,67.18926541267312,41.0,40.0,16.7,no,0
female,17,86.20994773465668,91.0,69.0,,no,0
female,18,,32.0,55.0,17.3,no,0
female,17,78.63407179584408,71.0,93.0,1.7,no,0
male,17,73.84936694707112,40.0,76.0,1.0,no,0
male,17,78.97865072059247,61.0,46.0,6.8,no,0
male,15,58.30565443905503,58.0,41.0,,yes,1
female,11,82.97271890997371,63.0,96.0,10.9,no,0
female,13,69.74688490266882,59.0,,10.8,yes,0
female,16,72.54899320374926,64.0,46.0,8.2,yes,1
male,16,73.79905891918254,67.0,67.0,10.4,yes,0
male,14,69.3888033606226,50.0,75.0,3.5,no,0
male,18,61.642526711151206,37.0,82.0,1.4,no,0
male,14,67.77716571185512,54.0,72.0,4.3,no,0
female,17,79.01138476933022,81.0,63.0,10.7,no,0
female,17,68.78250408516314,89.0,47.0,13.2,yes,0
female,12,81.73000625059373,86.0,78.0,8.4,no,0
female,11,73.39976230537843,64.0,76.0,13.5,yes,0
female,17,73.17706992125454,36.0,28.0,0.9,no,0
female,17,72.964778651648,43.0,58.0,10.1,no,0
male,17,57.47263813707844,68.0,32.0,10.6,yes,1
female,11,82.71113021561678,94.0,72.0,10.0,no,0
female,11,72.12190635731834,54.0,98.0,3.0,yes,0
male,17,80.56152629319784,46.0,22.0,17.0,no,0
male,15,68.72036417863833,97.0,45.0,19.3,yes,1
female,12,80.76550781081087,93.0,40.0,3.8,no,0
female,17,60.33748196274976,,43.0,,yes,1
male,13,70.86315127955203,76.0,97.0,11.7,no,0
male,12,74.93412282884061,52.0,49.0,17.0,no,0
male,17,81.17829098576121,75.0,,6.9,no,0
male,15,88.8813996728627,78.0,99.0,1.2,yes,0
male,14,84.66087674867966,69.0,25.0,2.8,no,0
male,15,48.6576230795373,44.0,24.0,15.1,no,1
female,11,76.73460156449109,,27.0,2.0,no,0
male,13,79.4586637480839,79.0,,5.5,yes,0
male,18,76.80857402565982,92.0,88.0,2.0,no,0
female,13,88.78844245510085,90.0,100.0,10.4,no,0
female,12,87.24676572111193,97.0,,,yes,0
male,11,87.9029777215673,88.0,57.0,8.7,no,0
female,12,46.36184720659314,87.0,99.0,9.9,yes,1
male,12,74.2990130204001,89.0,79.0,12.3,yes,1
male,17,51.88879609178184,72.0,64.0,0.7,yes,1
female,14,50.05585907662618,82.0,58.0,12.2,yes,1
female,14,,56.0,32.0,7.7,no,0
male,14,,57.0,37.0,,yes,1
male,15,88.91693774756146,62.0,46.0,8.7,no,0
male,14,75.60483263432502,84.0,94.0,17.4,yes,0
female,18,38.80716075310548,41.0,83.0,19.2,yes,1
male,12,,43.0,69.0,2.8,no,0
female,13,48.858821583203486,,43.0,13.2,no,1
female,18,50.91083366143693,36.0,33.0,17.7,yes,1
male,15,54.328074988796,36.0,63.0,14.0,yes,1
male,15,53.11712402895277,77.0,85.0,6.5,yes,1
female,18,79.4416475818188,78.0,66.0,9.3,no,0
male,18,78.58440029971732,53.0,68.0,13.1,no,0
female,15,69.69892643851975,80.0,89.0,3.7,no,0
male,18,78.23527795605146,77.0,50.0,19.3,yes,0
female,16,79.06577675645883,83.0,43.0,,no,0
female,13,96.4606067083928,97.0,58.0,2.0,no,0
female,12,89.5200943494568,98.0,90.0,8.8,yes,0
male,17,73.98353218637743,80.0,77.0,7.1,no,0
female,17,76.33084541210847,73.0,92.0,8.2,no,0
female,11,84.90345670182884,59.0,58.0,,no,0
female,18,90.40050149567637,95.0,21.0,4.0,no,0
male,14,61.81512918684584,34.0,65.0,19.1,no,0
male,17,84.81745560818653,97.0,,16.6,no,0
male,17,61.63362500527142,60.0,,0.8,yes,1
female,16,63.87194747578768,34.0,39.0,7.4,yes,1
female,11,75.42566341517335,96.0,83.0,1.1,no,0
male,17,79.23098319304319,87.0,59.0,6.4,no,0
male,17,93.15195562695185,90.0,62.0,5.2,yes,0
female,15,72.6987897315146,59.0,38.0,12.5,no,0
female,13,51.24384668130024,55.0,31.0,12.4,no,1
female,15,77.7853115751775,65.0,79.0,10.9,yes,0
male,13,90.8742907866864,65.0,28.0,9.5,no,0
female,16,67.35591105992685,33.0,76.0,,no,0
female,11,81.39185572757611,57.0,97.0,,yes,0
female,15,77.33146491607746,79.0,100.0,8.5,yes,0
female,16,60.04566142550679,95.0,69.0,8.1,yes,1
female,14,73.37908215559479,53.0,20.0,16.6,no,0
female,15,68.72296246634887,54.0,70.0,1.6,no,0
female,14,76.51657798220137,68.0,75.0,4.5,no,0
male,16,83.69472089562359,69.0,24.0,8.9,no,0
female,17,76.95770326512113,82.0,66.0,14.3,no,0
female,12,83.97689912506725,89.0,43.0,10.9,yes,1
male,14,,88.0,38.0,16.8,yes,1
male,14,79.50586389247971,91.0,79.0,9.2,no,0
male,13,84.70110689347422,68.0,59.0,1.1,no,0
male,12,,42.0,20.0,6.7,no,0
male,18,54.23415560044566,43.0,49.0,16.2,yes,1
female,11,64.54866882345866,66.0,,6.1,no,0
male,14,74.84624161531511,66.0,87.0,11.7,yes,0
female,17,53.76884965016265,30.0,27.0,9.4,no,1
female,15,,98.0,64.0,2.5,no,0
male,15,,76.0,,5.4,no,0
male,15,91.4951622602036,90.0,49.0,10.8,yes,0
female,16,73.18264118618177,78.0,30.0,19.2,yes,0
female,14,83.30101827738638,89.0,65.0,1.9,no,0
female,14,76.79070258667184,39.0,57.0,16.8,no,0
female,16,62.60727863248048,36.0,77.0,16.0,no,0
female,12,76.68090256253055,44.0,,17.6,yes,0
male,17,88.11990254698209,87.0,48.0,4.8,no,0
male,16,41.39644480860402,33.0,39.0,15.7,yes,1
female,14,83.22917346164336,93.0,35.0,16.9,no,0
male,14,67.38634052619366,,26.0,6.4,no,0
male,11,86.28488955285087,59.0,87.0,13.2,no,0
male,12,80.88073386166138,65.0,87.0,16.8,yes,0
female,17,57.71794213758603,63.0,34.0,17.8,yes,1
male,11,83.59904658632581,96.0,96.0,,no,0
female,18,57.96117203579553,66.0,53.0,13.7,yes,1
female,18,79.1377188008112,69.0,93.0,1.7,no,0
male,18,73.4192168138215,45.0,87.0,10.6,yes,0
male,16,56.40740269271817,37.0,40.0,15.4,no,1
female,11,75.57042938711292,77.0,43.0,18.7,no,0
female,12,69.76043911743187,72.0,76.0,15.2,yes,0
female,18,72.93096936302302,50.0,66.0,2.2,no,0
female,13,62.09024230337382,51.0,43.0,13.1,yes,1
female,14,66.76093573154009,38.0,29.0,14.1,no,0
male,12,60.97729420463598,71.0,54.0,9.7,no,1
female,16,76.3980136108705,53.0,77.0,10.3,no,0
female,11,79.49036132356373,32.0,84.0,13.7,no,0
male,13,55.12190219434802,41.0,43.0,,yes,1
male,13,98.42736569100592,,85.0,16.0,no,0
male,11,69.73162649755012,46.0,71.0,6.6,no,0
female,15,84.19119469768725,82.0,64.0,4.2,no,0
female,13,68.58655740697058,67.0,39.0,3.7,no,0
male,16,72.68029089242583,30.0,33.0,9.7,no,0
male,15,81.06127697901586,78.0,65.0,4.2,no,0
female,14,69.91275530951378,43.0,87.0,9.3,no,0
female,15,,48.0,24.0,17.5,no,0
male,17,78.86491992723879,70.0,65.0,13.0,no,0
male,17,,84.0,48.0,8.8,yes,1
female,17,82.31144459645591,88.0,29.0,12.5,no,0
male,11,83.99745587755814,64.0,96.0,14.9,no,0
male,14,79.53723958291559,50.0,70.0,,no,0
male,15,55.62292856027114,75.0,25.0,17.3,yes,1
female,17,82.29068038044838,91.0,23.0,5.8,yes,1
male,17,81.38535827524801,79.0,34.0,19.7,no,0
female,11,77.81339507996333,67.0,96.0,,no,0
male,13,80.2235817023972,74.0,54.0,3.1,no,0
female,12,82.1366892309291,81.0,68.0,3.9,no,0
female,17,67.5301598530514,89.0,69.0,20.0,no,0
male,18,53.6757847200309,39.0,37.0,4.4,yes,1
male,18,59.00713722852653,34.0,81.0,19.7,no,0
male,18,78.14591492395876,35.0,67.0,6.2,no,0
female,18,53.42608727000405,44.0,29.0,,yes,1
female,11,43.37021265188356,57.0,39.0,4.6,no,1
female,13,69.397655144765,45.0,54.0,2.8,no,0
male,13,67.54950589939669,55.0,57.0,19.3,no,0
male,18,,83.0,88.0,12.7,yes,1
female,15,79.838644010484,34.0,77.0,2.7,no,0
male,14,79.13915646492424,87.0,72.0,7.6,yes,0
male,17,51.48508972846295,40.0,46.0,9.2,no,1
male,15,82.79004270345797,63.0,55.0,5.3,no,0
female,13,81.55316961579273,49.0,93.0,2.0,no,0
male,18,50.50302159897149,68.0,43.0,19.3,no,1
male,16,47.36332985747664,59.0,42.0,4.2,yes,1
male,12,83.26957396657912,61.0,,1.0,no,0
male,13,79.3334846665373,72.0,64.0,2.6,no,0
female,11,45.52315802773282,66.0,50.0,13.9,no,1
female,12,65.9600334485226,69.0,78.0,19.6,yes,1
female,16,78.41590846624233,,21.0,11.8,no,0
female,12,77.84779864363263,71.0,75.0,0.6,no,0
male,14,54.40955801236786,,40.0,3.7,no,1
male,17,73.22605635418456,73.0,24.0,3.6,no,0
male,16,63.08904591738624,40.0,75.0,1.2,yes,0
male,15,95.98033564302624,90.0,,19.5,no,0
female,11,46.25517447004714,68.0,29.0,2.4,yes,1
female,18,84.98332307314953,92.0,90.0,,no,0
female,11,82.87359871208544,79.0,83.0,0.9,yes,0
male,13,63.520594240666775,41.0,,,no,0
female,12,88.14822155461854,89.0,88.0,4.4,no,0
female,12,84.38578978116945,53.0,34.0,9.6,no,0
female,12,88.84088557330375,98.0,40.0,14.1,yes,1
female,11,89.12246478812509,96.0,67.0,3.5,yes,0
male,12,70.09584012866375,31.0,,8.0,no,0
male,12,64.70356171177659,68.0,21.0,13.1,yes,1
male,18,58.55164015373455,33.0,28.0,,yes,1
male,16,89.42691473667826,64.0,76.0,17.5,no,0
female,13,60.87302397307121,63.0,25.0,14.4,yes,1
female,13,83.84099413458506,74.0,100.0,18.9,yes,0
male,18,82.53067234607417,82.0,74.0,10.7,yes,0
male,15,60.24248716807655,91.0,,3.9,yes,1
female,18,47.34803280872349,37.0,24.0,9.8,no,1
male,12,78.43044702955156,56.0,93.0,6.9,no,0
male,11,86.666650718127,93.0,95.0,12.9,no,0
male,18,78.24855838023745,88.0,97.0,13.0,no,0
female,17,64.37956796890923,33.0,96.0,8.5,no,0
